,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
315,Honda Jazz,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5,686000
316,Maruti Swift,2015,76496,Diesel,Manual,First,25.2,1248,74.0,5,615000
317,Hyundai i20,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,330000
318,Volkswagen Polo,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,254999
319,Maruti Alto,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,150000
320,Toyota Corolla,2004,105000,Petrol,Automatic,Second,11.3,1794,125.0,5,250000
321,Maruti Alto,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,140000
322,Tata Manza,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,340000
323,Maruti Alto,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,225000
324,Skoda Octavia,2013,775000,Diesel,Automatic,First,19.3,1968,141.0,5,750000
325,Toyota Corolla,2008,80000,Petrol,Automatic,First,11.3,1794,125.0,5,280000
326,Hyundai i20,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,766000
327,Maruti Vitara,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,715000
328,Honda City,2010,87430,Petrol,Manual,First,17.0,1497,118.0,5,350000
329,Tata Indica,2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5,350000
330,Honda Amaze,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,345000
331,Hyundai EON,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,355000
332,BMW 3,2015,30717,Diesel,Automatic,Second,21.76,1995,190.0,5,2599000
333,Hyundai Verna,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,525000
334,Tata Manza,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,290000
335,Skoda Octavia,2005,100000,Petrol,Automatic,First,14.45,1984,227.0,5,204999
336,Maruti Alto,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,375000
337,Ford Ecosport,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,675000
338,Chevrolet Spark,2011,21000,Petrol,Manual,Second,18.0,995,62.0,5,95000
339,Jaguar XF,2017,21000,Diesel,Automatic,First,19.33,1999,177.0,5,5200000
340,Honda CR-V,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5,391000
341,Skoda Superb,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5,2730000
342,Hyundai i10,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5,270000
343,Maruti Swift,2013,70000,Diesel,Manual,First,22.9,1248,74.0,5,350000
344,Maruti Swift,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,620000
345,Nissan Micra,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5,275000
346,Maruti Swift,2015,130000,Diesel,Manual,First,23.4,1248,74.0,5,325000
347,Ford Fiesta,2012,63400,Diesel,Manual,First,17.8,1399,67.0,5,325000
348,Maruti Zen,2003,65000,Petrol,Manual,First,17.3,993,60.0,5,65000
349,Mini Clubman,2017,8350,Petrol,Manual,First,13.8,1998,192.0,5,3500000
350,Toyota Etios,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,325000
351,Maruti Alto,2018,26200,Petrol,Manual,First,24.7,796,47.3,5,290000
352,Maruti Alto,2011,11000,Petrol,Manual,Third,18.9,796,47.0,5,290000
353,BMW X5,2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5,1775000
354,Nissan Teana,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,825000
355,Hyundai Grand,2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5,577000
356,Maruti Vitara,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,949000
357,Audi Q7,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,1295000
358,Mercedes-Benz GLA,2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5,2000000
359,Maruti 800,2007,72000,Petrol,Manual,Third,16.1,796,37.0,4,100000
360,Renault Duster,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,710000
361,Toyota Corolla,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,1650000
362,Mercedes-Benz New,2014,25000,Diesel,Manual,First,15.8,2148,170.0,5,2600000
363,Maruti Ritz,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,320000
364,Honda BRV,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7,948000
365,Hyundai Xcent,2015,74310,Diesel,Manual,First,24.4,1120,71.0,5,400000
366,Mercedes-Benz E-Class,2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5,2650000
367,Mercedes-Benz B,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,1177000
368,Mercedes-Benz E-Class,2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5,3700000
369,Honda City,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,875000
370,Honda City,2011,93982,Petrol,Manual,First,17.0,1497,118.0,5,375000
371,Hyundai Verna,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,250000
372,Jaguar XE,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5,3450000
373,Honda Amaze,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5,465000
374,Mini Cooper,2015,20000,Petrol,Automatic,First,18.86,1598,122.0,4,3200000
375,Mercedes-Benz S,2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5,6281000
376,Hyundai EON,2014,37000,Petrol,Manual,First,21.1,814,55.2,5,325000
377,Maruti Wagon,2014,17400,Petrol,Manual,First,20.51,998,67.04,5,310000
378,Maruti Ritz,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5,391000
379,BMW 3,2011,89616,Diesel,Automatic,First,16.07,1995,181.0,5,1100000
380,Tata Xenon,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5,350000
381,Audi A3,2014,79271,Diesel,Automatic,First,20.38,1968,143.0,5,1650000
382,Land Rover,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5,3000000
383,Mercedes-Benz GL-Class,2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7,2800000
384,Mitsubishi Pajero,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,2800000
385,Maruti Alto,2010,125000,Petrol,Manual,First,19.7,796,46.3,5,92000
386,Maruti Wagon,2013,53000,Petrol,Manual,First,14.0,1061,64.0,5,275000
387,Land Rover,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,5383000
388,Hyundai Verna,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,495000
389,BMW 5,2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5,3350000
390,Jaguar XF,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,2795000
391,Skoda Superb,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5,725000
392,Audi Q3,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,2571000
393,Land Rover,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,2967000
394,Mercedes-Benz New,2013,35299,Diesel,Automatic,First,14.84,2143,170.0,5,1900000
395,Mahindra Scorpio,2017,28464,Diesel,Manual,First,15.4,2179,120.0,7,1305000
396,BMW 3,2015,41000,Diesel,Automatic,First,21.76,1995,190.0,5,2550000
397,Honda BR-V,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,850000
398,Volvo S80,2010,92098,Diesel,Automatic,Second,16.0,2400,215.0,5,725000
399,Hyundai Accent,2005,5834,Petrol,Manual,First,13.2,1495,94.0,5,80000
400,Hyundai i20,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,690000
401,Mercedes-Benz GLC,2018,22397,Petrol,Automatic,First,11.5,2996,367.0,5,7098999
402,Hyundai EON,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5,225000
403,Hyundai Grand,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,550000
404,Honda City,2013,52576,Petrol,Manual,First,13.0,1493,100.0,5,434999
405,Volkswagen Polo,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,225000
406,Audi A6,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,2450000
407,Hyundai Creta,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,1203000
408,Mercedes-Benz New,2011,50000,Petrol,Automatic,Second,11.74,1796,186.0,5,850000
409,Mini Cooper,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,2850000
410,Toyota Etios,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,575000
411,Honda Brio,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,320000
412,Maruti Baleno,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,989000
413,Skoda Laura,2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5,658000
414,Hyundai EON,2018,13102,Petrol,Manual,First,21.1,814,55.2,5,405999
415,Renault Captur,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,1337000
416,BMW 5,2011,57832,Diesel,Automatic,First,16.2,2993,258.0,5,2582000
417,Maruti Alto,2016,34267,Petrol,Manual,First,22.74,796,47.3,5,374000
418,Volvo V40,2015,33000,Diesel,Automatic,Second,16.8,1984,150.0,5,2200000
419,Maruti Wagon,2007,55100,Petrol,Manual,First,18.9,998,67.1,5,145000
420,Honda City,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5,200000
421,Maruti Eeco,2017,31841,CNG,Manual,First,15.1,1196,73.0,5,470000
422,Chevrolet Enjoy,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,375000
423,Mahindra Bolero,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,770000
424,Hyundai EON,2014,20600,Petrol,Manual,First,21.1,814,55.2,5,260000
425,Hyundai Creta,2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5,1377000
426,Volkswagen Vento,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,710000
427,Honda Civic,2008,61938,Petrol,Automatic,Second,12.9,1799,130.0,5,265000
428,Tata Indica,2014,67000,Diesel,Manual,First,22.3,1248,74.0,5,250000
429,Mahindra XUV500,2013,61672,Diesel,Manual,First,16.0,2179,140.0,7,753000
430,Hyundai i20,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,798000
431,Audi Q5,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,3900000
432,Maruti Ritz,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,225000
433,Mitsubishi Cedia,2010,66000,Petrol,Manual,Second,13.17,1999,114.0,5,385000
434,Toyota Innova,2015,80883,Diesel,Manual,First,12.8,2494,102.0,7,1350000
435,Maruti Celerio,2016,80219,Diesel,Manual,First,27.62,793,47.0,5,350000
436,Maruti S-Cross,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,892000
437,Audi Q3,2016,86642,Diesel,Automatic,First,15.17,1968,181.0,5,2037000
438,BMW 3,2016,19235,Diesel,Automatic,First,21.76,1995,190.0,5,3650000
439,Audi Q7,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,4891000
440,Hyundai i20,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,720000
441,Renault Duster,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,599000
442,Hyundai Xcent,2016,51000,Diesel,Manual,First,24.4,1120,71.0,5,525000
443,Ford Ecosport,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,650000
444,Volkswagen Polo,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,440000
445,Hyundai Grand,2017,14000,Diesel,Manual,First,24.0,1120,70.0,5,459999
446,Tata Manza,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,295000
447,Honda City,2011,48466,Petrol,Manual,First,17.0,1497,118.0,5,326000
448,Hyundai Santro,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,222000
449,Toyota Innova,2012,162663,Diesel,Manual,First,12.99,2494,100.0,7,1050000
450,Maruti Ciaz,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,826000
451,Toyota Fortuner,2013,69000,Diesel,Manual,First,12.55,2982,169.0,7,1445000
452,Mercedes-Benz E-Class,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,5143000
453,Mercedes-Benz New,2014,45000,Diesel,Manual,First,15.8,2148,170.0,5,2300000
454,Skoda Yeti,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,550000
455,Hyundai Grand,2015,27000,Petrol,Manual,First,18.9,1197,82.0,5,450000
456,Ford Figo,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,680000
457,Skoda Octavia,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,875000
458,Renault Duster,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,700000
459,Land Rover,2015,24000,Diesel,Automatic,Second,15.68,1999,177.0,5,3350000
460,Ford Figo,2011,75000,Diesel,Manual,Second,20.0,1399,68.0,5,225000
461,Ford Endeavour,2008,179000,Diesel,Automatic,Second,12.8,2953,156.0,7,424000
462,Toyota Fortuner,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7,2842000
463,Volkswagen Polo,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5,275000
464,Maruti Ritz,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,300000
465,Nissan Micra,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5,355000
466,Hyundai Verna,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5,480000
467,BMW 5,2011,31000,Petrol,Automatic,First,10.8,2497,150.0,5,1350000
468,Mercedes-Benz GLS,2017,129000,Diesel,Automatic,First,11.0,2987,258.0,7,5600000
469,Honda CR-V,2004,78000,Petrol,Automatic,First,12.0,2354,187.4,5,399000
470,Hyundai Creta,2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5,1550000
471,Hyundai i10,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,231999
472,Mercedes-Benz A,2016,35437,Diesel,Automatic,First,20.0,2143,136.0,5,1857999
473,Maruti Ertiga,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,550000
474,Skoda Octavia,2006,72000,Diesel,Manual,Second,18.7,1896,66.0,5,320000
475,Honda Amaze,2015,79000,Petrol,Manual,First,18.0,1198,86.7,5,400000
476,Maruti Zen,2004,29000,Petrol,Manual,First,17.3,993,60.0,5,160000
477,Maruti SX4,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,415000
478,Honda Brio,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5,425000
479,Maruti Wagon,2011,75000,Petrol,Manual,First,18.9,998,67.1,5,260000
480,Toyota Camry,2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,343000
481,Chevrolet Beat,2012,32717,Petrol,Manual,First,18.6,1199,79.4,5,254999
482,Toyota Fortuner,2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7,3200000
483,Ford Ecosport,2014,79000,Diesel,Manual,First,22.7,1498,89.84,5,625000
484,Maruti Swift,2010,86000,Diesel,Manual,Second,17.8,1248,75.0,5,360000
485,Mercedes-Benz S,2010,137000,Diesel,Automatic,First,13.5,2987,282.0,5,1850000
486,Honda Mobilio,2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7,425000
487,Hyundai Grand,2017,8500,Petrol,Manual,Second,18.9,1197,82.0,5,480000
488,Mahindra XUV500,2015,34000,Diesel,Automatic,First,16.0,2179,140.0,7,1300000
489,Skoda Fabia,2012,41629,Petrol,Manual,Second,14.83,1598,105.0,5,225000
490,Hyundai Santro,2009,80227,Petrol,Manual,First,17.92,1086,62.1,5,229999
491,Hyundai Creta,2019,8587,Petrol,Manual,First,15.29,1591,121.3,5,1356000
492,Mahindra Scorpio,2017,30000,Diesel,Manual,First,15.4,1997,120.0,7,1225000
493,Skoda Rapid,2013,64186,Diesel,Manual,First,20.5,1598,103.5,5,376000
494,Renault Duster,2015,76427,Diesel,Manual,First,19.01,1461,108.45,5,858000
495,BMW X5,2011,75000,Diesel,Automatic,First,11.7,2993,245.0,5,2750000
496,Toyota Etios,2013,27075,Petrol,Manual,First,17.6,1496,88.73,5,495000
497,Maruti Wagon,2012,30000,Petrol,Manual,First,22.5,998,67.04,5,330000
498,Hyundai Creta,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,800000
499,Maruti Celerio,2014,56000,Petrol,Manual,First,23.1,998,67.04,5,279000
500,Land Rover,2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5,4564000
501,Chevrolet Beat,2014,8700,Petrol,Manual,First,18.6,1199,76.8,5,254999
502,Tata Nano,2014,18000,Petrol,Manual,Second,25.4,624,37.5,4,100000
503,Audi A6,2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5,3756000
504,Mercedes-Benz E-Class,2009,80464,Diesel,Automatic,Second,11.0,2987,198.5,5,928999
505,Maruti Swift,2019,20667,Petrol,Manual,First,22.0,1197,81.8,5,637000
506,Fiat Linea,2013,60283,Petrol,Manual,First,14.6,1368,112.0,5,298000
507,Maruti Swift,2017,31696,Petrol,Manual,First,20.4,1197,81.8,5,575000
508,Toyota Fortuner,2010,100000,Diesel,Manual,First,11.5,2982,171.0,7,1300000
509,Maruti Ertiga,2014,13361,Petrol,Manual,First,16.02,1373,93.7,7,680000
510,BMW 3,2010,48394,Petrol,Automatic,First,12.05,1995,154.0,5,1049000
511,Maruti Ertiga,2014,47399,Petrol,Manual,First,16.02,1373,93.7,7,560000
512,Honda City,2010,69000,Petrol,Automatic,Second,16.8,1497,118.0,5,285000
513,Hyundai Santa,2013,65278,Diesel,Manual,First,14.66,2199,194.3,7,836000
514,Tata Indigo,2005,108000,Diesel,Manual,First,17.0,1405,70.0,5,100000
515,Mercedes-Benz E-Class,2010,50645,Petrol,Automatic,Second,10.93,2497,204.0,5,1075000
516,Maruti Swift,2011,130002,Diesel,Manual,First,19.3,1248,73.9,5,385000
517,Ford Fiesta,2012,107000,Diesel,Manual,First,17.8,1399,67.0,5,300000
518,Honda City,2015,41950,Petrol,Automatic,First,18.0,1497,117.3,5,960000
519,Toyota Fortuner,2012,109000,Diesel,Manual,First,13.0,2982,168.5,7,1325000
520,Honda Amaze,2016,9000,Petrol,Manual,First,18.0,1198,86.7,5,575000
521,Hyundai i20,2014,43900,Diesel,Manual,First,22.54,1396,88.73,5,675000
522,Chevrolet Enjoy,2013,64000,Diesel,Manual,Second,18.2,1248,73.8,7,484999
523,Maruti SX4,2009,77652,Petrol,Automatic,First,12.6,1586,103.2,5,285000
524,Toyota Innova,2012,55000,Diesel,Manual,First,12.99,2494,100.0,7,951000
525,BMW 5,2012,59900,Diesel,Automatic,Second,18.48,1995,177.0,5,1850000
526,Renault Duster,2015,73539,Diesel,Manual,First,19.01,1461,108.45,5,675000
527,BMW X1,2017,31645,Diesel,Automatic,First,20.68,1995,190.0,5,2940000
528,Honda City,2009,69690,Petrol,Manual,First,17.7,1497,78.0,5,329000
529,Maruti Ciaz,2016,41000,Diesel,Manual,First,28.09,1248,88.5,5,950000
530,Maruti Swift,2010,109200,Petrol,Manual,Second,17.5,1298,85.8,5,220000
531,Mahindra XUV500,2012,80000,Diesel,Manual,First,15.1,2179,140.0,7,650000
532,Honda Civic,2007,51000,Petrol,Manual,First,13.5,1799,130.0,5,490000
533,Maruti Ertiga,2013,105000,Diesel,Manual,Second,25.47,1248,88.5,7,675000
534,Toyota Etios,2013,179000,Diesel,Manual,First,23.59,1364,67.04,5,380000
535,Audi TT,2013,12100,Petrol,Automatic,First,9.9,1984,207.8,2,2950000
536,Skoda Rapid,2017,31000,Diesel,Manual,First,21.13,1498,108.4,5,1050000
537,Volkswagen Polo,2015,50000,Diesel,Manual,First,20.14,1498,88.8,5,620000
538,Skoda Laura,2009,48000,Diesel,Automatic,First,17.0,1896,105.0,5,500000
539,Mahindra Renault,2007,35000,Diesel,Manual,First,19.2,1461,65.0,5,229999
540,Toyota Innova,2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7,1700000
541,BMW 3,2014,47000,Diesel,Automatic,First,18.88,1995,184.0,5,2550000
542,Honda Jazz,2015,63642,Diesel,Manual,First,27.3,1498,98.6,5,565000
543,Honda Amaze,2015,62550,Diesel,Manual,First,25.8,1498,98.6,5,560000
544,Jaguar XF,2015,37340,Diesel,Automatic,First,16.36,2179,187.7,5,2998000
545,Maruti Swift,2016,38461,Diesel,Manual,First,26.59,1248,74.0,5,739000
546,Jeep Compass,2018,29000,Diesel,Manual,First,17.1,1956,170.0,5,1900000
547,Toyota Corolla,2010,31000,Petrol,Manual,First,12.5,1794,132.0,5,500000
548,Honda City,2011,42086,Petrol,Manual,First,17.0,1497,118.0,5,335000
549,Maruti Swift,2013,49000,Petrol,Manual,First,18.6,1197,85.8,5,445000
550,Hyundai Verna,2019,77240,Diesel,Automatic,First,22.32,1582,126.32,5,831000
551,Mahindra Bolero,2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7,600000
552,Maruti Swift,2014,35000,Diesel,Manual,First,22.9,1248,74.0,5,525000
553,Audi A6,2012,202082,Diesel,Automatic,First,17.68,1968,174.33,5,1230000
554,Ford Ikon,2004,129000,Petrol,Manual,Third,13.8,1299,70.0,5,150000
555,Volkswagen Polo,2018,33558,Diesel,Manual,First,20.14,1498,88.0,5,811999
556,Mahindra Bolero,2012,60271,Diesel,Manual,First,13.6,2523,63.0,7,612000
557,Honda City,2017,45366,Diesel,Manual,First,25.1,1498,98.6,5,1088000
558,Chevrolet Sail,2014,9500,Petrol,Manual,First,18.2,1199,82.5,5,350000
559,Hyundai i20,2016,42362,Petrol,Manual,First,18.6,1197,81.83,5,615000
560,BMW X1,2016,21000,Diesel,Automatic,First,17.05,1995,184.0,5,3300000
561,BMW X1,2012,15200,Diesel,Automatic,First,15.06,1995,177.0,5,1350000
562,Toyota Fortuner,2015,43690,Diesel,Automatic,First,12.55,2982,168.5,7,1711000
563,Audi Q7,2014,79926,Diesel,Automatic,First,11.33,4134,335.2,7,2977000
564,Maruti Ertiga,2013,53073,Diesel,Manual,First,20.77,1248,88.76,7,595000
565,Hyundai i20,2015,59000,Petrol,Manual,First,18.5,1197,80.0,5,575000
566,Mercedes-Benz S,2006,47088,Petrol,Automatic,Second,10.13,3498,364.9,5,1900000
567,Renault Duster,2014,55000,Diesel,Manual,First,20.45,1461,83.8,5,475000
568,Mahindra Quanto,2013,80430,Diesel,Manual,Second,17.21,1493,100.0,7,330000
569,Toyota Fortuner,2013,71932,Diesel,Automatic,First,12.55,2982,168.5,7,1650000
570,BMW X5,2014,19000,Diesel,Automatic,First,15.97,2993,258.0,7,4400000
571,Maruti Swift,2011,81759,Diesel,Manual,First,19.3,1248,73.9,5,438999
572,Maruti Swift,2018,52010,Diesel,Manual,First,25.2,1248,74.0,5,620000
573,Audi A6,2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5,2422000
574,Mitsubishi Pajero,2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6,545000
575,Jaguar XF,2016,10000,Diesel,Automatic,First,16.36,2179,187.7,5,4400000
576,Toyota Innova,2019,40674,Diesel,Automatic,First,11.36,2755,171.5,7,2482000
577,Skoda Octavia,2015,50000,Diesel,Automatic,First,19.3,1968,141.0,5,1169000
578,Toyota Corolla,2018,1331,Petrol,Automatic,First,14.28,1798,138.03,5,2000000
579,Maruti Omni,2010,60000,Petrol,Manual,First,19.7,796,35.0,8,145000
580,Mercedes-Benz GLC,2018,10003,Diesel,Automatic,First,17.9,2143,170.0,5,4850000
581,Volkswagen Vento,2016,25000,Diesel,Automatic,First,21.5,1498,108.5,5,944999
582,Mahindra XUV500,2015,73000,Diesel,Manual,First,16.0,2179,140.0,7,1250000
583,Nissan Terrano,2014,59962,Diesel,Manual,First,20.45,1461,83.8,5,690000
584,Hyundai Verna,2012,72000,Diesel,Manual,Second,22.32,1582,126.32,5,580000
585,BMW 5,2016,20967,Diesel,Automatic,First,14.69,2993,258.0,5,4456000
586,Mahindra Scorpio,2015,35000,Diesel,Manual,Second,15.4,2179,120.0,7,850000
587,Hyundai Verna,2017,38056,Diesel,Manual,First,23.9,1582,126.2,5,1070000
588,Audi Q7,2009,94000,Diesel,Automatic,Second,12.07,2967,241.4,7,1200000
589,Chevrolet Aveo,2010,64236,Petrol,Manual,First,14.7,1150,76.0,5,244000
590,Mahindra Bolero,2000,124000,Diesel,Manual,First,13.6,2523,63.0,7,195000
591,Hyundai Xcent,2014,7400,Petrol,Manual,First,19.1,1197,82.0,5,434999
592,Toyota Innova,2017,52000,Diesel,Manual,First,13.68,2393,147.8,8,1750000
593,Hyundai EON,2015,68764,Petrol,Manual,First,21.1,814,55.2,5,290000
594,Volkswagen Polo,2013,64000,Diesel,Manual,First,22.07,1199,73.9,5,290000
595,Maruti Vitara,2016,21558,Diesel,Manual,First,24.3,1248,88.5,5,890000
596,BMW 3,2013,37500,Diesel,Automatic,First,18.88,1995,184.0,5,1675000
597,Hyundai EON,2016,14077,Petrol,Manual,First,21.1,814,55.2,5,395000
