,size,total_sqft,bath,balcony,price,site_location
652,3,1220,2,1,3522999,Sasson Road
653,2,1210,2,2,5800000,Satara Road
654,3,1100,2,1,5800000,Senapati Bapat
655,3,1200,3,2,4600000,Shaniwar Peth
657,3,1641,3,2,6600000,Shukrawar Peth
658,2,1200,2,1,4500000,Sinhagad Road
659,2,1260,2,1,6739000,Somwar Peth
660,3,1720,3,3,7800000,Swargate
661,2,1120,2,0,4813000,Tilak Road
662,2,1210,2,1,4598000,Uruli Devachi
663,4,2200,4,2,20000000,Vadgaon Budruk
664,3,1075,2,1,4500000,Wadgaon Sheri
665,3,1702,3,2,13000000,Viman Nagar
666,2,1630,2,2,20000000,Vishrant Wadi
667,2,1141,2,2,3854999,Wagholi
668,3,2072,3,2,10800000,Wakadewadi
670,3,1200,2,0,7000000,Warje
671,3,1350,3,0,7700000,Yerawada
672,4,3090,4,0,44500000,Alandi Road
673,3,1180,2,2,7834000,Ambegaon Budruk
674,3,35000,3,3,13000000,Anandnagar
675,2,1355,2,2,11500000,Aundh
676,1,600,1,0,5000000,Aundh Road
678,3,1640,2,1,12000000,Baner
679,5,1200,5,0,10000000,Baner road
680,3,1190,2,2,5700000,Bhandarkar Road
681,4,2400,4,2,37500000,Bhavani Peth
682,2,1019,2,2,4985000,Bibvewadi
683,3,1875,3,2,16500000,Bopodi
684,3,1250,3,2,4000000,Budhwar Peth
685,3,1200,3,2,14000000,Bund Garden
686,2,1140,2,1,5600000,Camp
687,3,1683,3,1,10900000,Chandan Nagar
689,4,2118,4,2,11100000,Deccan Gymkhana
690,4,1380,3,0,5800000,Dehu Road
691,2,1083,2,2,6175000,Dhankawadi
692,2,600,2,1,5500000,Dhayari Phata
693,3,2300,3,3,12000000,Dhole Patil
694,2,1240,2,2,6000000,Erandwane
695,3,1750,3,1,12000000,Fatima Nagar
697,3,1500,3,1,13900000,Ganesh Peth
698,2,985,2,1,4039000,Ganeshkhind
699,3,1500,2,1,8700000,Ghorpade Peth
700,2,1125,2,1,3249000,Ghorpadi
701,2,950,2,1,4400000,Gokhale Nagar
703,3,1580,3,3,7600000,Guruwar peth
704,3,1092,2,1,9850000,Hadapsar
705,2,1090,2,1,2834000,Hadapsar Industrial
706,3,2264,3,1,15900000,Hingne Khurd
707,3,1033,2,2,2553000,Jangali Maharaj
708,2,810,2,2,2450000,Kalyani Nagar
709,2,1045,2,0,4500000,Karve Nagar
710,2,1337,2,1,8200000,Karve Road
711,2,1200,2,2,3200000,Kasba Peth
712,3,1580,3,2,16000000,Katraj
713,3,1500,2,3,5400000,Khadaki
714,3,1640,4,2,9100000,Khadki
715,3,1570,3,2,6200000,Kharadi
716,3,1470,2,2,8200000,Kondhwa
717,2,1160,2,2,4061000,Kondhwa Budruk
718,2,1050,2,1,7100000,Kondhwa Khurd
719,3,1855,3,1,22500000,Koregaon Park
720,3,1460,2,1,9000000,Kothrud
721,3,1823,3,2,10000000,Law College
722,2,1094,2,2,4200000,Laxmi Road
723,2,1153,2,2,5700000,Lulla Nagar
724,3,1325,3,1,5700000,Mahatma Gandhi
725,4,1200,3,2,8500000,Mangalwar peth
726,3,1590,2,2,12500000,Manik Bagh
727,5,1210,4,2,16000000,Market yard
728,4,1200,4,0,22000000,Model colony
729,2,1202,2,1,4800000,Mukund Nagar
730,2,1202,2,1,5300000,Mundhawa
731,2,1200,2,3,6250000,Nagar Road
732,3,1688,3,1,11800000,Nana Peth
733,2,1020,2,1,5200000,Narayan Peth
734,2,1185,2,2,4700000,Narayangaon
735,2,1235,2,1,5204000,Navi Peth
736,4,3205,5,1,50000000,Padmavati
737,2,1077,2,2,3764000,Parvati Darshan
738,3,1415,2,3,6600000,Pashan
739,3,2330,3,2,16200000,Paud Road
740,2,805,2,2,3500000,Pirangut
741,1,425,1,0,2003000,Prabhat Road
742,2,1155,2,3,5995000,Pune Railway
743,4,5270,4,3,125000000,Rasta Peth
744,2,656,2,1,2200000,Raviwar Peth
745,2,1100,2,0,4800000,Sadashiv Peth
746,2,1150,2,3,5200000,Sahakar Nagar
747,1,600,1,1,6000000,Salunke Vihar
748,2,1468,2,1,14000000,Sasson Road
749,4,4300,5,2,55000000,Satara Road
750,3,2280,4,2,12600000,Senapati Bapat
751,2,1341,2,1,9700000,Shaniwar Peth
752,2,1279,2,1,7700000,Shivaji Nagar
753,4,2225,4,0,9888000,Shukrawar Peth
754,2,1185,2,2,4351000,Sinhagad Road
755,3,1750,3,2,8500000,Somwar Peth
756,2,1152,2,1,5350000,Swargate
757,5,1000,4,1,16000000,Tilak Road
758,2,1300,2,3,3600000,Uruli Devachi
759,4,2760,4,2,15500000,Vadgaon Budruk
760,2,1070,2,2,3900000,Wadgaon Sheri
761,2,1101,2,0,4500000,Viman Nagar
762,2,775,2,1,5500000,Vishrant Wadi
763,1,667,1,1,3685000,Wagholi
764,2,1070,2,1,5500000,Wakadewadi
765,3,1875,2,2,11000000,Wanowrie
766,2,735,2,1,5799000,Warje
767,5,4360,4,1,9000000,Yerawada
768,3,1750,3,2,13000000,Alandi Road
769,2,1215,2,1,6700000,Ambegaon Budruk
770,9,600,9,3,19000000,Anandnagar
771,2,820,2,1,3000000,Aundh
772,2,1160,2,0,5993500,Aundh Road
773,3,1779,3,2,8961000,Balaji Nagar
774,2,1105,2,2,5800000,Baner
776,3,1650,3,2,6000000,Bhandarkar Road
777,2,1694,2,2,15000000,Bhavani Peth
778,3,2376,3,1,20300000,Bibvewadi
779,3,1975,3,3,15000000,Bopodi
780,2,674,2,1,3300000,Budhwar Peth
781,2,1185,2,1,4100000,Bund Garden
782,1,445,1,0,2800000,Camp
784,3,1475,3,2,7500000,Dapodi
785,3,1618,3,3,8250000,Deccan Gymkhana
786,2,1120,2,0,6500000,Dehu Road
787,4,2181,3,2,15200000,Dhankawadi
788,4,1200,4,0,9000000,Dhayari Phata
789,6,600,4,3,6500000,Dhole Patil
790,3,1556,2,1,5913000,Erandwane
791,2,1179,2,1,6602000,Fatima Nagar
792,2,1296,2,2,8300000,Fergusson College
793,2,1275,2,2,5200000,Ganesh Peth
794,7,1875,2,2,30000000,Ganeshkhind
795,3,1400,2,2,7700000,Ghorpade Peth
796,2,1222,2,1,6300000,Ghorpadi
797,2,940,2,1,4100000,Gokhale Nagar
798,2,1185,2,2,4260000,Gultekdi
799,3,1779,3,2,11200000,Guruwar peth
800,3,1615,3,2,5976000,Hadapsar
802,2,1056,2,1,6100000,Hingne Khurd
803,2,1100,2,0,4600000,Jangali Maharaj
804,2,920,2,1,4000000,Kalyani Nagar
805,3,1602,2,0,7500000,Karve Nagar
806,2,1176,2,0,6200000,Karve Road
807,4,675,3,1,5900000,Kasba Peth
808,3,1352,3,0,13500000,Katraj
809,3,1717,3,3,9900000,Khadaki
810,4,10961,4,1,8000000,Khadki
811,4,2119,4,3,11100000,Kharadi
812,2,1246,2,1,6730000,Kondhwa
813,2,1141,2,1,4279000,Kondhwa Budruk
814,2,1157,2,1,8400000,Kondhwa Khurd
815,2,1025,2,2,2768000,Koregaon Park
816,1,650,1,2,3300000,Kothrud
817,2,1349,2,1,9800000,Law College
818,3,1566,3,1,8330000,Laxmi Road
819,4,2830,3,3,19500000,Lulla Nagar
820,3,1320,2,1,3813000,Mahatma Gandhi
821,3,1780,3,1,8483000,Mangalwar peth
822,2,1091,2,1,3490000,Manik Bagh
823,4,3670,4,3,30000000,Market yard
824,2,918,2,1,5049000,Model colony
825,4,1950,4,0,13000000,Mukund Nagar
826,3,1695,3,1,9000000,Mundhawa
827,3,1705,3,2,9500000,Nagar Road
828,3,1375,3,2,7500000,Nana Peth
829,1,525,1,1,3000000,Narayan Peth
830,2,1447,2,1,8300000,Narayangaon
831,2,1114,2,1,3900000,Navi Peth
832,3,1450,2,1,10000000,Padmavati
833,2,460,1,0,1500000,Parvati Darshan
834,2,1022,2,2,4000000,Pashan
835,2,1000,2,2,4500000,Paud Road
836,2,1128,2,1,6875000,Pirangut
837,2,1180,2,2,5700000,Prabhat Road
838,6,1000,6,1,6900000,Pune Railway
839,2,1200,2,1,15000000,Rasta Peth
840,3,3761,3,2,66000000,Raviwar Peth
841,2,1339,2,3,7500000,Sadashiv Peth
842,3,1400,2,3,5500000,Sahakar Nagar
843,2,1040,2,1,3952000,Salunke Vihar
844,2,1198,2,2,5800000,Sasson Road
846,3,1691,3,2,11300000,Senapati Bapat
847,3,1075,3,2,3600000,Shaniwar Peth
848,3,1630,3,2,19400000,Shivaji Nagar
849,3,1240,3,2,4350000,Shukrawar Peth
850,2,1115,2,0,5893500,Sinhagad Road
851,3,1665,3,2,8658000,Somwar Peth
853,2,1142,2,2,7000000,Tilak Road
854,3,1976,3,1,18400000,Uruli Devachi
856,3,1853,3,2,8200000,Wadgaon Sheri
857,8,600,4,1,7200000,Viman Nagar
858,2,1567,2,2,9200000,Vishrant Wadi
859,2,1090,2,1,2724000,Wagholi
860,6,1200,4,2,12500000,Wakadewadi
861,4,2400,4,1,64000000,Wanowrie
862,2,1175,2,2,5147000,Warje
863,2,1200,2,2,5200000,Yerawada
864,2,995,2,1,4100000,Alandi Road
865,2,884,2,1,4110000,Ambegaon Budruk
866,5,900,3,2,8000000,Anandnagar
867,2,1170,2,2,5700000,Aundh
868,2,1225,2,1,4655000,Aundh Road
869,2,1342,2,1,7330000,Balaji Nagar
870,2,1345,2,1,6700000,Baner
871,3,1320,3,0,6500000,Baner road
873,2,1140,2,1,4939000,Bhavani Peth
874,2,1300,2,1,5000000,Bibvewadi
875,3,1652,3,2,8500000,Bopodi
876,3,2072,4,2,14200000,Budhwar Peth
878,3,1360,2,1,7100000,Camp
879,3,1145,2,2,6000000,Chandan Nagar
880,3,1540,2,0,4000000,Dapodi
881,2,1278,2,2,9500000,Deccan Gymkhana
882,1,630,1,1,4000000,Dehu Road
883,3,1100,3,2,5800000,Dhankawadi
884,3,1200,3,0,9500000,Dhayari Phata
885,7,2500,6,2,11500000,Dhole Patil
886,1,520,1,0,1513500,Erandwane
887,2,1015,2,2,2588000,Fatima Nagar
888,5,3300,5,2,24000000,Fergusson College
889,5,4500,5,1,41500000,Ganesh Peth
890,3,1356,2,3,6600000,Ganeshkhind
891,2,823,2,1,2800000,Ghorpade Peth
892,3,1200,2,0,6600000,Ghorpadi
893,2,1050,2,0,3700000,Gokhale Nagar
894,2,1180,2,1,6900000,Gultekdi
895,2,1116,2,3,5191000,Guruwar peth
896,2,1070,2,1,4279000,Hadapsar
897,2,1385,2,3,8000000,Hadapsar Industrial
898,1,1000,1,1,7000000,Hingne Khurd
899,3,1897,3,2,13000000,Jangali Maharaj
900,2,1005,2,1,5578000,Kalyani Nagar
901,3,1575,3,2,12500000,Karve Nagar
902,2,975,2,1,6500000,Karve Road
903,3,1904,3,2,12000000,Kasba Peth
904,1,930,1,1,3000000,Katraj
905,1,525,1,1,2600000,Khadaki
906,1,686,1,1,1700000,Khadki
907,2,2400,3,1,15000000,Kharadi
908,2,1410,1,0,23300000,Kondhwa
909,3,2238,3,1,14000000,Kondhwa Budruk
910,2,1174,2,1,6900000,Kondhwa Khurd
911,4,3800,4,3,23900000,Koregaon Park
912,3,2225,2,1,12500000,Kothrud
913,2,1250,2,0,20000000,Law College
914,2,918,2,2,5200000,Laxmi Road
915,2,1250,2,3,5200000,Lulla Nagar
917,2,1170,2,3,5300000,Mangalwar peth
918,1,1300,1,0,20000000,Manik Bagh
919,2,793,2,1,4500000,Market yard
920,3,1710,3,2,10700000,Model colony
921,3,1082,2,1,5750000,Mukund Nagar
922,2,1001,2,2,3303000,Mundhawa
924,3,1590,2,1,5400000,Nana Peth
925,3,2400,2,0,8000000,Narayan Peth
926,3,1554,3,2,5500000,Narayangaon
927,2,1000,2,0,4341500,Navi Peth
928,5,4239,5,2,42300000,Padmavati
929,2,884,1,0,5800000,Parvati Darshan
930,2,1045,2,1,9889000,Pashan
931,2,1019,2,2,4986000,Paud Road
932,3,1935,4,2,13000000,Pirangut
933,3,1135,2,2,3972999,Prabhat Road
934,3,1680,3,2,15000000,Pune Railway
935,4,2470,5,2,24700000,Rasta Peth
936,4,2825,4,3,25000000,Raviwar Peth
937,3,2480,3,1,33000000,Sadashiv Peth
939,5,1800,4,3,18700000,Salunke Vihar
940,3,1799,3,3,9000000,Sasson Road
942,1,400,1,1,1100000,Senapati Bapat
943,2,1047,2,1,8200000,Shaniwar Peth
944,2,1282,2,2,8700000,Shivaji Nagar
945,2,1020,2,1,4590000,Shukrawar Peth
946,4,1080,3,1,15500000,Sinhagad Road
947,2,1495,2,1,7950000,Somwar Peth
948,4,3260,4,1,24000000,Swargate
949,3,1611,2,2,6444000,Tilak Road
950,4,3500,5,2,42500000,Uruli Devachi
951,3,1500,2,2,9500000,Vadgaon Budruk
952,3,1500,2,2,9500000,Wadgaon Sheri
954,3,1540,3,0,5000000,Vishrant Wadi
955,3,1639,3,1,8000000,Wagholi
957,2,1303,2,2,5579000,Wanowrie
958,2,1005,1,1,11000000,Warje
959,1,650,1,0,1841000,Yerawada
960,3,1305,3,1,3328000,Alandi Road
961,3,600,4,0,9500000,Ambegaon Budruk
962,2,1300,1,1,11500000,Anandnagar
963,3,1440,2,3,6800000,Aundh
964,2,901,2,1,3514000,Aundh Road
965,3,1725,3,3,20000000,Balaji Nagar
966,3,900,2,1,4200000,Baner
967,2,1060,2,1,5500000,Baner road
968,2,1020,2,1,4845000,Bhandarkar Road
969,3,1535,3,2,6598999,Bhavani Peth
970,1,530,1,1,2000000,Bibvewadi
971,3,1464,3,2,5600000,Bopodi
972,2,1350,2,3,8000000,Budhwar Peth
973,2,1115,2,2,5000000,Bund Garden
974,2,1175,2,2,4700000,Camp
975,2,1113,2,1,6200000,Chandan Nagar
976,6,1200,4,2,22500000,Dapodi
977,5,1640,4,3,24000000,Deccan Gymkhana
978,2,650,2,0,4200000,Dehu Road
979,2,1325,2,2,7155000,Dhankawadi
980,2,950,2,3,3100000,Dhayari Phata
981,3,1396,2,1,8651000,Dhole Patil
982,2,1050,2,2,5207000,Erandwane
983,3,1825,3,2,10000000,Fatima Nagar
984,2,1190,2,1,4998000,Fergusson College
985,2,1220,2,1,5650000,Ganesh Peth
986,3,1565,2,2,7500000,Ganeshkhind
987,3,1891,3,1,10900000,Ghorpade Peth
988,2,900,2,0,2700000,Ghorpadi
989,2,1161,2,1,5515000,Gokhale Nagar
990,1,633,1,0,1753500,Gultekdi
991,8,2400,6,3,12500000,Guruwar peth
992,4,315,4,2,9000000,Hadapsar
993,1,665,1,1,3685000,Hadapsar Industrial
994,2,1175,2,1,7350000,Hingne Khurd
995,2,1425,2,2,8000000,Jangali Maharaj
996,1,1200,1,0,2000000,Kalyani Nagar
997,3,1200,3,1,5612000,Karve Nagar
998,2,1255,2,2,6700000,Karve Road
1000,1,600,1,1,2200000,Katraj
1001,3,1810,3,2,10000000,Khadaki
1002,2,1200,2,2,9300000,Khadki
1003,2,1033,2,2,4900000,Kharadi
1004,3,1548,3,2,8950000,Kondhwa
1005,3,1611,3,3,6600000,Kondhwa Budruk
1006,3,1400,2,1,4043000,Kondhwa Khurd
1007,3,1485,2,2,6700000,Koregaon Park
1008,2,2400,2,1,8200000,Kothrud
1009,2,1025,2,1,4450000,Law College
1010,4,600,3,2,6500000,Laxmi Road
1012,2,1256,2,1,6280000,Mahatma Gandhi
1013,4,2268,3,2,16300000,Mangalwar peth
1014,3,1100,3,2,5300000,Manik Bagh
1015,2,1141,2,0,6200000,Market yard
1016,1,400,1,1,1200000,Model colony
1017,2,1400,2,0,6000000,Mukund Nagar
1020,1,15,1,0,3000000,Nana Peth
1021,2,1175,2,2,4827000,Narayan Peth
1022,2,1100,2,1,5600000,Narayangaon
1023,3,1843,3,2,9584000,Navi Peth
1024,8,1200,7,2,24000000,Padmavati
1025,2,1460,2,1,8050000,Parvati Darshan
1026,3,1530,2,2,7450000,Pashan
1027,2,1467,2,1,5500000,Paud Road
1028,1,950,1,1,4000000,Pirangut
1029,2,1246,2,1,6450000,Prabhat Road
1030,1,711,1,1,3800000,Pune Railway
1031,2,1194,2,2,4600000,Rasta Peth
1032,3,1358,2,1,4340000,Raviwar Peth
1033,6,1500,5,1,13000000,Sadashiv Peth
1034,2,1420,2,2,7500000,Sahakar Nagar
1035,3,1250,2,1,6875000,Salunke Vihar
1037,2,1209,2,1,5000000,Satara Road
1038,5,4200,5,2,22500000,Senapati Bapat
1039,4,1215,4,3,20500000,Shaniwar Peth
1040,3,1315,2,1,5480000,Shivaji Nagar
1041,3,1800,3,3,9000000,Shukrawar Peth
1042,5,1600,4,0,12500000,Sinhagad Road
1043,3,1600,2,2,6500000,Somwar Peth
1044,6,3968,5,2,90000000,Swargate
1045,3,1563,3,2,5200000,Tilak Road
1046,3,1560,2,2,7200000,Uruli Devachi
1049,2,1050,2,2,5550000,Viman Nagar
1050,3,3235,3,1,23500000,Vishrant Wadi
1051,3,1200,3,0,6600000,Wagholi
1052,2,1140,2,2,4600000,Wakadewadi
1053,3,1500,3,1,17000000,Wanowrie
1054,3,1560,3,2,7500000,Warje
1055,2,1100,2,2,7000000,Yerawada
1056,3,1260,2,3,4032000,Alandi Road
1057,2,1036,2,1,5000000,Ambegaon Budruk
1058,3,1662,3,3,8510000,Anandnagar
1059,3,1464,2,3,10500000,Aundh
1060,2,1234,2,2,8000000,Aundh Road
1061,3,1403,3,1,5500000,Balaji Nagar
1062,4,915,4,1,5490000,Baner
1063,6,3000,8,3,45100000,Baner road
1064,3,1150,2,2,4290000,Bhandarkar Road
1065,4,3900,4,2,41000000,Bhavani Peth
1066,5,850,4,2,9000000,Bibvewadi
1067,2,929,2,1,4600000,Bopodi
1068,6,2400,8,3,45000000,Budhwar Peth
1069,3,1350,2,1,7500000,Bund Garden
1070,2,1135,2,1,3972999,Camp
1071,2,1405,2,2,7000000,Chandan Nagar
1072,2,1200,2,1,4584000,Dapodi
1073,4,2805,4,3,15400000,Deccan Gymkhana
1074,2,1161,2,2,6408000,Dehu Road
1075,2,1290,2,3,7400000,Dhankawadi
1076,3,2557,3,2,14100000,Dhayari Phata
1077,3,1480,3,2,9000000,Dhole Patil
1079,3,1350,3,0,5454000,Fatima Nagar
1080,3,1580,2,2,6500000,Fergusson College
1081,3,1470,2,1,8864000,Ganesh Peth
1082,1,500,1,1,1400000,Ganeshkhind
1083,2,1346,2,1,6192000,Ghorpade Peth
1084,3,1600,3,3,9000000,Ghorpadi
1085,2,720,2,1,12000000,Gokhale Nagar
1087,4,1200,4,0,13500000,Guruwar peth
1088,2,1200,2,2,3500000,Hadapsar
1089,3,1340,2,2,4833000,Hadapsar Industrial
1091,2,918,2,2,4800000,Jangali Maharaj
1092,3,1500,3,2,11500000,Kalyani Nagar
1093,2,1315,2,2,8500000,Karve Nagar
1095,3,1390,2,2,6255000,Kasba Peth
1096,3,1330,2,1,5600000,Katraj
1098,3,1824,3,3,12500000,Khadki
1099,3,1420,2,2,9600000,Kharadi
1100,1,750,1,0,5625000,Kondhwa
1101,3,1260,2,1,6000000,Kondhwa Budruk
1102,3,1561,3,2,9500000,Kondhwa Khurd
1103,9,812,6,3,16500000,Koregaon Park
1104,2,1060,2,2,4200000,Kothrud
1105,8,1120,8,3,14500000,Law College
1106,2,1225,2,1,6738000,Laxmi Road
1107,3,2144,3,2,13500000,Lulla Nagar
1108,7,1200,6,2,14000000,Mahatma Gandhi
1109,2,880,2,2,2900000,Mangalwar peth
1110,3,1639,3,2,11000000,Manik Bagh
1111,3,1240,2,1,6200000,Market yard
1112,2,1500,2,2,6900000,Model colony
1113,2,1243,2,1,4600000,Mukund Nagar
1115,2,1027,2,2,4400000,Nagar Road
1116,3,1082,2,1,5600000,Nana Peth
1117,3,1637,3,3,7300000,Narayan Peth
1118,3,1665,3,2,8658000,Narayangaon
1119,2,1265,2,0,5693000,Navi Peth
1120,3,1691,2,2,10200000,Padmavati
1121,2,1100,2,1,3800000,Parvati Darshan
1122,5,24,2,2,15000000,Pashan
1123,3,1500,3,2,6200000,Paud Road
1124,4,3205,5,1,38000000,Pirangut
1125,5,1666,4,1,15000000,Prabhat Road
1126,2,1115,2,2,5000000,Pune Railway
1127,2,1070,2,1,4500000,Rasta Peth
1128,2,1128,2,2,10500000,Raviwar Peth
1129,2,1162,2,1,5700000,Sadashiv Peth
1130,2,1339,2,2,5500000,Sahakar Nagar
1131,2,1192,2,2,7500000,Salunke Vihar
1132,3,1920,3,1,11500000,Sasson Road
1133,2,1255,2,1,5232000,Satara Road
1134,2,1357,2,1,11500000,Senapati Bapat
1135,3,1600,3,2,7500000,Shaniwar Peth
1136,2,1225,2,2,5511000,Shivaji Nagar
1137,4,2400,4,3,20000000,Shukrawar Peth
1138,3,1570,3,3,8000000,Sinhagad Road
1139,2,1093,2,2,7000000,Somwar Peth
1140,3,1865,3,3,14500000,Swargate
1141,6,1200,7,3,16500000,Tilak Road
1142,2,1039,2,2,8000000,Uruli Devachi
1143,2,1246,2,1,6450000,Vadgaon Budruk
1144,3,1985,3,2,7500000,Wadgaon Sheri
1145,3,1590,3,3,4900000,Viman Nagar
1146,4,4000,4,2,67500000,Vishrant Wadi
1147,2,775,2,2,3800000,Wagholi
1148,2,1000,2,1,5000000,Wakadewadi
1149,3,1800,3,2,17500000,Wanowrie
1150,2,1035,2,1,4100000,Warje
1151,3,1520,2,1,7500000,Yerawada
1152,2,1360,2,1,9500000,Alandi Road
1153,4,6000,5,3,40000000,Ambegaon Budruk
1154,2,1117,2,2,5600000,Anandnagar
1155,4,1200,4,3,12000000,Aundh
1156,2,1330,2,1,9250000,Aundh Road
1157,3,1937,3,2,16000000,Balaji Nagar
1158,2,1128,2,1,6548999,Baner
1159,2,1053,2,1,4500000,Baner road
1160,2,1198,2,1,7700000,Bhandarkar Road
1161,2,1152,2,1,5600000,Bhavani Peth
1162,6,1200,6,2,12500000,Bibvewadi
1163,2,1625,2,1,7500000,Bopodi
1164,3,1397,3,3,10500000,Budhwar Peth
1165,3,1523,3,3,17000000,Bund Garden
1166,2,883,2,1,4500000,Camp
1167,1,700,1,0,3800000,Chandan Nagar
1168,2,1170,2,1,6250000,Dapodi
1169,3,1200,2,2,4200000,Deccan Gymkhana
1170,3,2400,3,2,17000000,Dehu Road
1171,2,1480,2,2,6500000,Dhankawadi
1172,3,1897,3,2,12000000,Dhayari Phata
1173,2,996,2,1,6700000,Dhole Patil
1174,3,1875,3,2,11000000,Erandwane
1175,3,1500,2,2,9800000,Fatima Nagar
1176,3,3095,3,3,35000000,Fergusson College
1177,3,1390,2,1,17500000,Ganesh Peth
1178,3,1445,3,0,6525500,Ganeshkhind
1179,1,697,1,0,4500000,Ghorpade Peth
1180,1,710,1,1,2700000,Ghorpadi
1181,2,910,2,1,3050000,Gokhale Nagar
1182,3,1025,2,1,4800000,Gultekdi
1183,2,884,2,0,4650000,Guruwar peth
1185,3,1453,2,1,4648000,Hadapsar Industrial
1186,4,3335,5,2,30000000,Hingne Khurd
1187,2,850,2,0,3643500,Jangali Maharaj
1188,2,1281,2,1,7400000,Kalyani Nagar
1189,1,565,1,1,3500000,Karve Nagar
1190,2,1024,2,2,4200000,Karve Road
1191,3,1620,3,2,6200000,Kasba Peth
1192,2,1254,2,2,4000000,Katraj
1193,3,1300,2,2,7500000,Khadaki
1194,2,1233,2,2,4300000,Khadki
1195,1,1200,1,1,2800000,Kharadi
1196,3,1510,2,1,10500000,Kondhwa
1197,2,950,2,1,6500000,Kondhwa Budruk
1198,3,1945,3,2,9742000,Kondhwa Khurd
1199,2,1008,2,3,4500000,Koregaon Park
1200,3,1265,2,1,7900000,Kothrud
1201,3,1255,2,1,7768000,Law College
1202,4,2689,6,2,22000000,Laxmi Road
1203,2,1200,2,2,4617000,Lulla Nagar
1204,3,1403,3,3,5163000,Mahatma Gandhi
1205,3,1535,3,2,8500000,Mangalwar peth
1206,3,1500,3,3,10000000,Manik Bagh
1207,3,1475,2,2,12000000,Market yard
1208,3,1390,2,2,6047000,Model colony
1209,3,1278,2,1,5376000,Mukund Nagar
1210,2,1133,2,2,5500000,Mundhawa
1211,5,1560,5,1,14500000,Nagar Road
1212,5,2900,5,2,9000000,Nana Peth
1213,2,1170,2,1,5199000,Narayan Peth
1214,3,1200,3,3,20000000,Narayangaon
1215,3,1697,3,2,9479000,Navi Peth
1216,3,1651,3,3,9738000,Padmavati
1217,3,1560,3,1,18800000,Parvati Darshan
1218,3,1192,2,1,6000000,Pashan
1219,2,1078,2,3,6500000,Paud Road
1220,7,800,7,3,10500000,Pirangut
1221,2,1349,2,2,7800000,Prabhat Road
1222,9,2300,8,1,21000000,Pune Railway
1223,3,1680,3,2,12000000,Rasta Peth
1224,3,1314,2,2,6300000,Raviwar Peth
1225,2,1060,2,1,4870000,Sadashiv Peth
1226,2,820,2,0,3900000,Sahakar Nagar
1227,4,5000,4,3,40000000,Salunke Vihar
1228,3,2000,3,2,8500000,Sasson Road
1229,2,856,2,3,4000000,Satara Road
1230,3,1621,4,0,13000000,Senapati Bapat
1231,3,1200,3,1,6840000,Shaniwar Peth
1232,3,1484,3,2,5250000,Shivaji Nagar
1233,4,600,5,2,6000000,Shukrawar Peth
1234,4,14000,3,2,80000000,Sinhagad Road
1235,1,500,1,1,2000000,Somwar Peth
1236,1,485,1,1,1500000,Swargate
1237,2,1050,2,1,4200000,Tilak Road
1238,3,1617,3,3,6668000,Uruli Devachi
1239,2,550,1,1,1600000,Vadgaon Budruk
1240,3,1384,3,2,6228000,Wadgaon Sheri
1241,2,1408,2,2,8500000,Viman Nagar
1242,2,1150,2,1,4900000,Vishrant Wadi
1243,3,1410,2,2,7500000,Wagholi
1244,4,2150,4,1,10000000,Wakadewadi
1245,3,2292,4,1,27500000,Wanowrie
1247,3,1508,3,2,7025000,Yerawada
1248,2,1040,2,2,5000000,Alandi Road
1249,2,1240,2,1,6000000,Ambegaon Budruk
1250,3,1535,3,1,7800000,Anandnagar
1251,2,1180,2,2,7500000,Aundh
1252,6,2200,6,2,6800000,Aundh Road
1253,2,1400,2,2,7800000,Balaji Nagar
1254,1,500,1,1,2500000,Baner
1255,4,4800,4,3,52500000,Baner road
1256,3,1984,4,1,14600000,Bhandarkar Road
1257,4,3000,5,3,25000000,Bhavani Peth
1258,3,1960,3,3,16000000,Bibvewadi
1259,2,1035,2,1,4500000,Bopodi
1260,4,2150,4,1,8000000,Budhwar Peth
1261,3,1700,3,2,11500000,Bund Garden
1262,4,3024,5,1,24800000,Camp
1263,3,1586,3,1,10000000,Chandan Nagar
1265,4,2325,4,1,12000000,Deccan Gymkhana
1266,2,1120,2,2,5500000,Dehu Road
1268,2,1128,2,2,5900000,Dhayari Phata
1269,6,1200,6,2,25000000,Dhole Patil
1270,2,924,2,2,6500000,Erandwane
1271,3,1600,3,2,5200000,Fatima Nagar
1272,2,1006,2,2,3500000,Fergusson College
1273,2,1200,2,2,5500000,Ganesh Peth
1274,2,1250,2,1,6200000,Ganeshkhind
1275,3,1200,3,1,13000000,Ghorpade Peth
1276,2,957,2,1,5600000,Ghorpadi
1277,2,1140,2,2,4100000,Gokhale Nagar
1278,2,1050,2,1,6700000,Gultekdi
1279,3,1565,3,2,8850000,Guruwar peth
1280,2,1190,2,3,5700000,Hadapsar
1281,3,2842,3,2,16200000,Hadapsar Industrial
1283,1,630,1,1,3900000,Jangali Maharaj
1284,3,1403,2,2,6081000,Kalyani Nagar
1285,3,1542,2,3,8500000,Karve Nagar
1286,4,2750,4,0,22000000,Karve Road
1287,4,3596,5,1,29000000,Kasba Peth
1289,2,1239,2,1,5300000,Khadaki
1290,2,1194,2,2,4700000,Khadki
1291,3,1596,3,1,10500000,Kharadi
1292,2,1009,2,1,3834000,Kondhwa
1293,3,1726,3,2,8198999,Kondhwa Budruk
1294,3,1535,3,2,8600000,Kondhwa Khurd
